2025-01-29 14:05:24 - $GPCHC,2351,299135.00,0.00,0.26,1.74,0.48,-0.11,0.02,-0.0304,0.0045,0.9989,38.69238342,35.61995350,1407.54,0.087,-0.112,-0.327,0.141,11,0,61,0,0002*61


2025-01-29 14:05:25 - $GPCHC,2351,299136.00,0.00,0.24,1.73,0.47,-0.12,0.08,-0.0301,0.0042,0.9989,38.69235448,35.62002539,1410.59,0.045,-0.186,-0.166,0.192,10,0,61,0,0002*6E


2025-01-29 14:05:26 - $GPCHC,2351,299137.00,0.00,0.26,1.72,0.48,-0.15,0.05,-0.0301,0.0045,0.9989,38.69232778,35.62003743,1409.37,0.039,-0.108,0.244,0.115,15,0,61,0,0002*4E


2025-01-29 14:05:27 - $GPCHC,2351,299138.00,0.00,0.24,1.73,0.48,-0.09,0.02,-0.0301,0.0041,0.9990,38.69231030,35.62007022,1417.35,0.101,-0.128,0.640,0.163,10,0,61,0,0002*49


2025-01-29 14:05:28 - $GPCHC,2351,299139.00,0.00,0.26,1.72,0.48,-0.10,0.05,-0.0301,0.0045,0.9996,38.69231588,35.62004800,1415.63,-0.038,0.208,0.068,0.212,13,0,61,0,0002*4A


2025-01-29 14:05:29 - $GPCHC,2351,299140.00,0.00,0.25,1.72,0.46,-0.09,0.05,-0.0300,0.0043,0.9998,38.69229897,35.62000513,1409.62,-0.108,0.032,0.243,0.113,11,0,61,0,0002*47


2025-01-29 14:05:30 - $GPCHC,2351,299141.00,0.00,0.24,1.73,0.44,-0.09,0.01,-0.0302,0.0042,0.9995,38.69229501,35.62000937,1409.65,0.028,0.154,0.054,0.156,12,0,61,0,0002*68


2025-01-29 14:05:31 - $GPCHC,2351,299142.00,0.00,0.26,1.73,0.52,-0.07,0.03,-0.0302,0.0045,0.9988,38.69227989,35.62005828,1410.49,-0.091,0.082,0.276,0.122,11,0,61,0,0002*40


2025-01-29 14:05:32 - $GPCHC,2351,299143.00,0.00,0.24,1.73,0.46,-0.07,0.03,-0.0301,0.0042,0.9994,38.69226634,35.62005777,1411.56,-0.113,0.101,-0.128,0.152,10,0,61,0,0002*6F


2025-01-29 14:05:33 - $GPCHC,2351,299144.00,0.00,0.25,1.75,0.47,-0.08,0.04,-0.0304,0.0043,0.9985,38.69223372,35.62009525,1411.14,-0.032,0.057,-0.323,0.066,10,0,61,0,0002*60


